Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"06/01/2021","6 NEWHAVEN CLOSE, BALBRIGGAN, DUBLIN","","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","67 CLONLIFFE RD, BALLYBOUGH, DUBLIN 3","Dublin 3","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","7 CAIRNBROOK VIEW, CAIRNBROOK, CARRICKMINES DUBLIN 18","Dublin 18","Dublin","€422,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","7 GLENABO HEIGHTS, FERMOY, CO CORK","","Cork","€298,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","7 WAINSFORT GROVE, TERENURE, DUBLIN 6W","","Dublin","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","7 WESTMINSTER WOOD, FOXROCK, DUBLIN 18","","Dublin","€436,714.00","No","Yes","New Dwelling house /Apartment",""
"06/01/2021","72 HOME VILLAS, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€506,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","75 Abboyyfield, Ballinagappa Road, Clane","","Kildare","€396,475.77","No","Yes","New Dwelling house /Apartment",""
"06/01/2021","8 PARKMORE, BALTINGLASS, CO WICKLOW","","Wicklow","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","9 DEAN COGAN PLACE, KELLS RD, NAVAN","","Meath","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","95 MEADOW PARK, CHURCHTOWN UPPER, CHURCHTOWN DUBLIN 14","Dublin 14","Dublin","€498,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","APT 1 1 THE EMPRESS PLACE, SUMMER HILL NORTH, CORK","","Cork","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","APT 40 THE GROVE, CLARION ROAD, SLIGO","","Sligo","€74,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","AULLAGH, DUNMANWAY, CORK","","Cork","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","BALLINAHULLA, BALLYDESMOND, COUNTY CORK","","Kerry","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","CARBERY HOUSE, MOUNT ALEXANDER, GOREY","","Wexford","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","CARRIGEEN, CONNA, MALLOW","","Cork","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","COOSAN POINT ROAD, ATHLONE, COUNTY WESTMEATH","","Westmeath","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","DERRYREEL, FALCARRAGH, CO. DONEGAL","","Donegal","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","FAHA, CLOGHANE, CASTLEGREGORY","","Kerry","€201,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","GALTEE VIEW, CAPPAMORE, LIMERICK","","Limerick","€114,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","GURTNASCARRY, DOON RD, CAPPAMORE","","Limerick","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","JULIAN COTTAGE, CURRAGHTOWN, BROWNSTOWN","","Meath","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","KILGEVRIN, TUAM, GALWAY","","Galway","€239,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","KILTUBBER, RAHUGH, KILBEGGAN","","Westmeath","€147,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","LEES COTTAGE, BALLYMORE WEST, BOYLE","","Roscommon","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","LISBALTING, KILSHEELAN, CLONMEL","","Tipperary","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","MAIN STREET, CLONMELLON, COUNTY WESTMEATH","","Westmeath","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","MAIN ST, GURTEEN, SLIGO","","Sligo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","MERTON SQ, KILKEE, CLARE","","Clare","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","NO 1, THE WHITEHOUSE, ANNAGASSAN","","Louth","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","No 23, The Way, Ledwill Park","","Kildare","€295,200.00","No","Yes","New Dwelling house /Apartment",""
"06/01/2021","NO 7 SAWGRASS, THE HERITAGE, KILLENARD  PORTARLINGTON","","Laois","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","OAKLEY HOUSE, COOTEHILL ROAD, CAVAN","","Cavan","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","ROSSULONGAN, DONEGAL TOWN, CO DONEGAL","","Donegal","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","SHRULE, COUNTY MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","ST MARY'S, LAYTOWN, CO MEATH","","Meath","€1,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","THE COTTAGE, BALLINAMONA, HOSPITAL","","Limerick","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","1 Aylesbury, Ballintemple","","Cork","€634,361.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","1 GEOFFREY KEATING RD, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","1 PADDY GUINEY TERRRACE, NEWMARKET, COUNTY CORK","","Cork","€81,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","1 THE DIAMOND HOUSE, BELTURBET, COUNTY CAVAN","","Cavan","€127,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","10 CINNAMON WHARF, WESTPORT, MAYO","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","10 OLD CHURCH COURT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","11 PARK HOUSE, WILLANS AVENUE, ONGAR","Dublin 15","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","11 THOMOND LODGE, BALLYMAHON, LONGFORD","","Longford","€56,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","12  14  16, St. Angelas Students Residence, St Angelas","","Sligo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","12 MCDERMOTT PLACE, FERMOY, CORK","","Cork","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","14 GLEANN BHEARU, COIS BHEARU, ATHY","","Kildare","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","14 WHITTON RD, TERENURE, DUBLIN 6","Dublin 6","Dublin","€680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","15 DERBY BAWN, AUGHRIM, WICKLOW","","Wicklow","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","15 PARKLANDS CRESCENT, TUBBERCURRY, CO SLIGO","","Sligo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","15 SHALIMAR, MONASTERY RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","158 KYLEMORE, SCHOOLHOUSE ROAD, MONALEEN","","Limerick","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","159 LARCHVILLE, WATERFORD","","Waterford","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","16 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1","Dublin 1","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","16 LIMEWORTH, KILLUMNEY RD, BALLINCOLLIG","","Cork","€755,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","16 SPANGLE HILL, FARRANREE, CORK","","Cork","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","16A ST JOHNS WOOD COURT, ASHBOURNE, MEATH","","Meath","€248,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","17 CLUAIN BARRON, BALLYSHANNON, DONEGAL","","Donegal","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","18 NEWCASTLE MANOR PARK, NEWCASTLE, DUBLIN","Dublin 22","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","18 TYCOR AVE, WATERFORD, WATERFORD","","Waterford","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","19 ABBYGATE, MONASTEREVIN, KILDARE","","Kildare","€239,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","2 ST ALPHONSUS AVE, SOUTH CIRCULAR RD, LIMERICK","","Limerick","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","2 SUNNYHILL UPPER, KILLARNEY, KERRY","","Kerry","€222,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","2 THE GROVE, SHANNONVALE, CO LIMERICK","","Limerick","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","207LAUREL PARK, NEWCASTLE, GALWAY","","Galway","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","23 Gracepark View, Drumcondra, Dublin 9","Dublin 9","Dublin","€669,603.52","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","24 CARRIGMORE TERRACE, CITYWEST, SAGGART","Dublin 24","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","24 MAHONS LANE, ARKLOW, CO WICKLOW","","Wicklow","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","24 Maple Hill, Castle Heights, Carrigaline","","Cork","€281,938.32","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","25 MEADOWBANK, BAILE NA NDEISE, WATERFORD","","Waterford","€169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","27 BROWNSBARN WOOD, KINGSWOOD, DUBLIN 22","Dublin 22","Dublin","€403,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","28 ALEXANDRA WALK, ADELAIDE SQUARE, DUBLIN 8","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","29 Bracken Court, Old Tramore Road, Waterford","","Waterford","€177,295.48","Yes","Yes","New Dwelling house /Apartment",""
"07/01/2021","3 ARDNAHINCH BAY, SHANAGARRY, CO CORK","","Cork","€286,343.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","3 CUFFE LANE, CUFFE ST, DUBLIN 2","Dublin 2","Dublin","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","3 ENNAFORT RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€670,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","3 THE WOODS, RATHDRUM, WICKLOW","","Wicklow","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","30 Bracken Court, Old Tramore Road, Waterford","","Waterford","€175,036.38","Yes","Yes","New Dwelling house /Apartment",""
"07/01/2021","31 Bracken Court, Old Tramore Road, Waterford","","Waterford","€177,295.48","Yes","Yes","New Dwelling house /Apartment",""
"07/01/2021","33 CAIRNBROOK AVE, CARRICKMINES, DUBLIN 18","Dublin 18","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","34 Stracomer Hill, Bundoran","","Donegal","€220,000.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","36 ALEXANDRA PLACE, 55 58 EAST RD, DUBLIN 3","Dublin 3","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","4 GOLDEN RIDGE WAY, SKERRIES RD, RUSH","","Dublin","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","4 KNOCK, BALLYMAHON RD, LANESBORO","","Longford","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","41 Ard Aoibhinn, Innishannon","","Cork","€384,925.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","41 DELGANY GLEN, GREYSTONES, WICKLOW","","Wicklow","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","41 LOGMORE, BELMULLET, CO MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","45 ST ANNS, AILSBURY ROAD, DUBLIN 4","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","5 DOIRE FEA, CLONATTIN, GOREY","","Wexford","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","5 HILLVIEW TERRACE, BALLYNONTY, CO. TIPPERARY","","Tipperary","€58,710.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","53 THE CAMPION, MARINA VILLAGE, GREYSTONES","","Wicklow","€432,457.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","54A BOHERBEE, TRALEE, KERRY","","Kerry","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","6 GRANARY HALL, MOUNT OVAL, ROCHESTOWN","","Cork","€253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","65 Oldbridge Park, OLDTOWN DOMAIN, OBERSTOWN","","Kildare","€317,137.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","66 Monksfield Park, Cloongowna, Athlone","","Roscommon","€348,898.67","Yes","Yes","New Dwelling house /Apartment",""
"07/01/2021","68 SLI AN AIFRINN, ATHLONE, WESTMEATH","","Westmeath","€277,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","69 ALEXANDRA PLACE, 55 58 EAST RD, DUBLIN 3","Dublin 3","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","7 CASTLE ST, DUNMANWAY, CORK","","Cork","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","7 JOE MCDONNELL DRIVE, CRANMORE EAST, SLIGO","","Sligo","€49,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","7 LANAHRONE HOUSE, STEAMBOAT QUAY, LIMERICK","","Limerick","€169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","7 ST MARYS GARDENS, MARY ST NORTH, DUNDALK","","Louth","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","7 THE GROVE, SALLINS PARK, SALLINS","","Kildare","€227,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","71 GREAT WILLIAM OBRIEN ST, BLACKPOOL, CORK","","Cork","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","8 MILL LANE, DROGHEDA, LOUTH","","Louth","€51,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","8 OLDTOWN COURT, OLDTOWN, CO DUBLIN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","8 WILLOWBANK DR, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","80 BLASKET SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","85 RATHBROUGHAN PARK, SLIGO","","Sligo","€106,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","89 KYLEMORE DR, BALLYFERMOT, DUBLIN","Dublin 10","Dublin","€273,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","9 CARRAGH HILL, KNOCKNACARRA ROAD, SALTHILL","","Galway","€515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","9 MOYVALE LAWN, BALLINA, CO MAYO","","Mayo","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","9 THE MALTHOUSE, HIGHER OCONNELL ST, KINSALE","","Cork","€186,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","9 WOODVIEW, THE PINES, BALLINASLOE","","Galway","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","96 KINCORA GROVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€735,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","APARTMENT 106 RIVEROAKS, BALLISODARE TOWN CENTRE, BALLISODARE","","Sligo","€136,563.87","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","Apartment 10, Summerseat Avenue, Clonee","","Meath","€201,762.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","APT 5 STEEPLE GATE, TRITONVILLE RD, SANDYMOUNT","Dublin 4","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","APT 5, 20 21 MARKET ST, SLIGO","","Sligo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","APT 75, WYCKHAM PLACE, WYCKHAM WAY DUBLIN 16","Dublin 16","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","ARDNASILLAGH, OUGHTERARD, CO GALWAY","","Galway","€266,575.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","BALLYRAHAN, TINAHELY, COOUNTY WICKLOW","","Wicklow","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","BENVOY, ANNESTOWN, COUNTY WATERFORD","","Tipperary","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","Birdies Nest Cottage, The Curragh","","Kildare","€70,000.00","No","No","New Dwelling house /Apartment",""
"07/01/2021","CARROWCRIN, DROMAHAIR, LEITRIM","","Leitrim","€149,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","CARROWKEEL, KYLEBRACK, LOUGHREA","","Galway","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","CLONSAST, RATHANGAN, CO OFFALY","","Offaly","€6,348.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","CULLEAIN, CARROROE, COUNTY GALWAY","","Galway","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","DONEGAL ROAD, BALLYBOFEY, CO. DONEGAL","","Donegal","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","DOOAGH, ACHILL, MAYO","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","DROMERK, DUNMONWAY, CORK","","Cork","€154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","DRUMBRAIN, AGHABOG, MONAGHAN","","Monaghan","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","FARNANE, CAPPAMORE, CO LIMERICK","","Limerick","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","FRIARS HILL, WICKLOW TOWN, WICKLOW","","Wicklow","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","GLENALUA COTTAGE, GLENALUA ROAD, KILLINEY","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","GROVE COTTAGE, CANROWER, OUGHTERARD","","Galway","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","KNOCKROE, ATTYMON, ATHENRY","","Galway","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","LAVAGH, BALLYMOTE, CO SLIGO","","Sligo","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","MIDDLELINE SOUTH, MOUNTSHANNON, MOUNTSHANNON","","Clare","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","MILLMOUNT, BOULALING, RIVERSTICK","","Cork","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","MILLSTREAM COTTAGE, OLD CREAMERY ROAD, DURRUS BANTRY","","Cork","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","MILLTOWN, BALLYSIMON, LIMERICK","","Limerick","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
